response_code;http_version;speed_download;speed_upload;time_starttransfer;time_pretransfer;time_appconnect;time_total;time_connect;iteration;fileName
 200;3;6841;0;0.176063;0.096108;0.093624;0.176136;0.000000;0;/public/
 200;3;2022;0;0.231340;0.114412;0.112298;0.231380;0.000000;0;/public/script1.js
 200;3;152615;0;0.257292;0.126300;0.125513;0.257333;0.000000;0;/public/script2.js
 200;3;23403;0;0.154724;0.096569;0.095038;0.154761;0.000000;0;/public/script3.js
 200;3;33849;0;0.253311;0.124306;0.123439;0.253358;0.000000;0;/public/script4.js
 200;3;35945;0;0.179506;0.114715;0.112994;0.181135;0.000000;0;/public/script5.js
 200;3;13927;0;0.255954;0.116913;0.115355;0.260196;0.000000;0;/public/script6.js
 200;3;10631;0;0.252054;0.122143;0.121395;0.252080;0.000000;0;/public/script7.js
 200;3;20285;0;0.237755;0.109495;0.108420;0.237800;0.000000;0;/public/script8.js
 200;3;45408;0;0.212449;0.099930;0.097781;0.212473;0.000000;0;/public/script9.js
 200;3;26037;0;0.308741;0.120381;0.117985;0.308786;0.000000;0;/public/script10.js
 200;3;7214;0;0.297148;0.112927;0.110245;0.297192;0.000000;0;/public/script11.js
 200;3;28664;0;0.224371;0.093383;0.091617;0.224392;0.000000;0;/public/script12.js
 200;3;13448;0;0.239110;0.118001;0.115823;0.239140;0.000000;0;/public/script13.js
 200;3;16326;0;0.323711;0.146884;0.145866;0.328303;0.000000;0;/public/script14.js
 200;3;10778;0;0.348054;0.193016;0.192118;0.348104;0.000000;0;/public/script15.js
 200;3;13530;0;0.315621;0.138807;0.137673;0.315667;0.000000;0;/public/style1.css
 200;3;1232;0;0.348725;0.184893;0.184167;0.348776;0.000000;0;/public/style2.css
 200;3;3861;0;0.309550;0.191767;0.190909;0.312313;0.000000;0;/public/style3.css
 200;3;7566;0;0.353074;0.189604;0.188715;0.353121;0.000000;0;/public/style4.css
 200;3;10873;0;0.343751;0.181031;0.180157;0.343783;0.000000;0;/public/style5.css
 200;3;3456;0;0.310371;0.183529;0.182712;0.310386;0.000000;0;/public/style6.css
 200;3;28433;0;0.127390;0.086249;0.085390;0.127419;0.000000;1;/public/
 200;3;2272;0;0.205965;0.106272;0.105492;0.205981;0.000000;1;/public/script1.js
 200;3;150480;0;0.187734;0.111230;0.110446;0.187752;0.000000;1;/public/script2.js
 200;3;6901;0;0.174395;0.105734;0.104949;0.174462;0.000000;1;/public/script3.js
 200;3;7117;0;0.169412;0.117415;0.116716;0.169442;0.000000;1;/public/script4.js
 200;3;35723;0;0.247999;0.111548;0.110837;0.249949;0.000000;1;/public/script5.js
 200;3;12221;0;0.196794;0.109825;0.108950;0.197602;0.000000;1;/public/script6.js
 200;3;10112;0;0.264980;0.112021;0.110892;0.265006;0.000000;1;/public/script7.js
 200;3;6544;0;0.184256;0.107919;0.107099;0.184276;0.000000;1;/public/script8.js
 200;3;49510;0;0.194841;0.108898;0.108187;0.194866;0.000000;1;/public/script9.js
 200;3;18731;0;0.276289;0.114991;0.113870;0.283053;0.000000;1;/public/script10.js
 200;3;8120;0;0.260548;0.107112;0.106400;0.264018;0.000000;1;/public/script11.js
 200;3;21225;0;0.249771;0.102415;0.101717;0.249791;0.000000;1;/public/script12.js
 200;3;11471;0;0.280342;0.106795;0.106050;0.280356;0.000000;1;/public/script13.js
 200;3;9418;0;0.256400;0.095335;0.094668;0.256414;0.000000;1;/public/script14.js
 200;3;15524;0;0.241671;0.094288;0.093540;0.241686;0.000000;1;/public/script15.js
 200;3;9364;0;0.257882;0.098338;0.097662;0.257901;0.000000;1;/public/style1.css
 200;3;1619;0;0.265515;0.095776;0.094116;0.265535;0.000000;1;/public/style2.css
 200;3;5321;0;0.401935;0.101097;0.100428;0.401950;0.000000;1;/public/style3.css
 200;3;8293;0;0.291165;0.094426;0.093770;0.291197;0.000000;1;/public/style4.css
 200;3;9432;0;0.379342;0.095921;0.095222;0.396308;0.000000;1;/public/style5.css
 200;3;2677;0;0.400667;0.106095;0.105385;0.400683;0.000000;1;/public/style6.css
 200;3;68255;0;0.130759;0.080357;0.079590;0.130788;0.000000;2;/public/
 200;3;1291;0;0.362353;0.121068;0.120279;0.362375;0.000000;2;/public/script1.js
 200;3;104272;0;0.376620;0.121374;0.120681;0.376639;0.000000;2;/public/script2.js
 200;3;71091;0;0.361872;0.120593;0.119826;0.361898;0.000000;2;/public/script3.js
 200;3;19898;0;0.429697;0.134219;0.133501;0.430988;0.000000;2;/public/script4.js
 200;3;25616;0;0.376658;0.121426;0.120756;0.376676;0.000000;2;/public/script5.js
 200;3;26380;0;0.365734;0.120639;0.119955;0.365761;0.000000;2;/public/script6.js
 200;3;7086;0;0.378143;0.120210;0.119054;0.378168;0.000000;2;/public/script7.js
 200;3;11870;0;0.404736;0.122109;0.121377;0.406377;0.000000;2;/public/script8.js
 200;3;31054;0;0.310661;0.118310;0.117497;0.310684;0.000000;2;/public/script9.js
 200;3;13666;0;0.384742;0.133619;0.132847;0.387954;0.000000;2;/public/script10.js
 200;3;3807;0;0.563012;0.276107;0.275185;0.563026;0.000000;2;/public/script11.js
 200;3;11461;0;0.561167;0.279316;0.278581;0.561182;0.000000;2;/public/script12.js
 200;3;6416;0;0.501190;0.269863;0.269064;0.501212;0.000000;2;/public/script13.js
 200;3;2608;0;0.462360;0.262067;0.261269;0.462376;0.000000;2;/public/script14.js
 200;3;8269;0;0.453708;0.271521;0.270450;0.453727;0.000000;2;/public/script15.js
 200;3;6245;0;0.384291;0.135566;0.134793;0.386659;0.000000;2;/public/style1.css
 200;3;1002;0;0.428923;0.268996;0.268258;0.428946;0.000000;2;/public/style2.css
 200;3;3963;0;0.539716;0.258348;0.257611;0.539741;0.000000;2;/public/style3.css
 200;3;4442;0;0.543635;0.263542;0.262727;0.543651;0.000000;2;/public/style4.css
 200;3;6761;0;0.552852;0.268119;0.267431;0.552866;0.000000;2;/public/style5.css
 200;3;1839;0;0.583214;0.276602;0.275889;0.583232;0.000000;2;/public/style6.css
 200;3;6476;0;0.186018;0.100187;0.099387;0.186048;0.000000;3;/public/
 200;3;1982;0;0.236093;0.121481;0.120749;0.236112;0.000000;3;/public/script1.js
 200;3;6662;0;0.180681;0.119286;0.118467;0.180711;0.000000;3;/public/script2.js
 200;3;106048;0;0.242589;0.120529;0.119792;0.242605;0.000000;3;/public/script3.js
 200;3;35343;0;0.190215;0.120674;0.119950;0.242648;0.000000;3;/public/script4.js
 200;3;6224;0;0.193715;0.122735;0.122040;0.193736;0.000000;3;/public/script5.js
 200;3;18460;0;0.196296;0.122648;0.121948;0.196309;0.000000;3;/public/script6.js
 200;3;11100;0;0.215848;0.122014;0.120966;0.217556;0.000000;3;/public/script7.js
 200;3;3957;0;0.304746;0.133766;0.133026;0.304760;0.000000;3;/public/script8.js
 200;3;30738;0;0.211796;0.121246;0.120174;0.211819;0.000000;3;/public/script9.js
 200;3;19426;0;0.413848;0.132600;0.131927;0.413860;0.000000;3;/public/script10.js
 200;3;5414;0;0.395940;0.125914;0.124944;0.395954;0.000000;3;/public/script11.js
 200;3;16498;0;0.389840;0.124850;0.123168;0.389857;0.000000;3;/public/script12.js
 200;3;11102;0;0.289647;0.117960;0.117233;0.289676;0.000000;3;/public/script13.js
 200;3;16297;0;0.328865;0.116989;0.116271;0.328886;0.000000;3;/public/script14.js
 200;3;3008;0;0.400828;0.113346;0.112679;0.400842;0.000000;3;/public/script15.js
 200;3;12772;0;0.334383;0.111662;0.110965;0.334402;0.000000;3;/public/style1.css
 200;3;1086;0;0.395632;0.115040;0.114013;0.395653;0.000000;3;/public/style2.css
 200;3;5377;0;0.397779;0.116897;0.116182;0.397794;0.000000;3;/public/style3.css
 200;3;3052;0;0.395107;0.112393;0.111068;0.395123;0.000000;3;/public/style4.css
 200;3;13338;0;0.280235;0.108118;0.107405;0.280251;0.000000;3;/public/style5.css
 200;3;2910;0;0.368701;0.109457;0.108799;0.368724;0.000000;3;/public/style6.css
 200;3;26746;0;0.198128;0.117610;0.116843;0.198159;0.000000;4;/public/
 200;3;2259;0;0.207130;0.104016;0.103335;0.207146;0.000000;4;/public/script1.js
 200;3;5909;0;0.203713;0.104031;0.103254;0.203730;0.000000;4;/public/script2.js
 200;3;132819;0;0.193681;0.098577;0.097835;0.193707;0.000000;4;/public/script3.js
 200;3;41716;0;0.203198;0.103435;0.102753;0.205579;0.000000;4;/public/script4.js
 200;3;44202;0;0.218268;0.113896;0.112473;0.218289;0.000000;4;/public/script5.js
 200;3;41484;0;0.232579;0.113236;0.112559;0.232593;0.000000;4;/public/script6.js
 200;3;10073;0;0.266011;0.113180;0.112237;0.266048;0.000000;4;/public/script7.js
 200;3;29805;0;0.161823;0.112262;0.111542;0.161851;0.000000;4;/public/script8.js
 200;3;41884;0;0.230291;0.112064;0.111330;0.230347;0.000000;4;/public/script9.js
 200;3;36716;0;0.217498;0.102439;0.101765;0.218976;0.000000;4;/public/script10.js
 200;3;8150;0;0.217884;0.110283;0.109534;0.263041;0.000000;4;/public/script11.js
 200;3;28653;0;0.224456;0.106660;0.105499;0.224473;0.000000;4;/public/script12.js
 200;3;14669;0;0.210663;0.111581;0.110885;0.219233;0.000000;4;/public/script13.js
 200;3;24436;0;0.217732;0.113051;0.112386;0.219341;0.000000;4;/public/script14.js
 200;3;14008;0;0.267821;0.109628;0.108934;0.267836;0.000000;4;/public/script15.js
 200;3;8691;0;0.277848;0.113006;0.111949;0.277864;0.000000;4;/public/style1.css
 200;3;1404;0;0.306221;0.104836;0.104162;0.306238;0.000000;4;/public/style2.css
 200;3;8160;0;0.262075;0.106809;0.106119;0.262103;0.000000;4;/public/style3.css
 200;3;9224;0;0.289635;0.102960;0.102111;0.289651;0.000000;4;/public/style4.css
 200;3;14393;0;0.259691;0.101503;0.100800;0.259708;0.000000;4;/public/style5.css
 200;3;3984;0;0.269277;0.102457;0.101796;0.269292;0.000000;4;/public/style6.css
 200;3;18194;0;0.224822;0.135062;0.134246;0.224851;0.000000;5;/public/
 200;3;1882;0;0.248514;0.108769;0.107991;0.248554;0.000000;5;/public/script1.js
 200;3;4440;0;0.268395;0.111695;0.110677;0.271147;0.000000;5;/public/script2.js
 200;3;13889;0;0.260754;0.108433;0.107201;0.260768;0.000000;5;/public/script3.js
 200;3;54431;0;0.157531;0.108207;0.107387;0.157555;0.000000;5;/public/script4.js
 200;3;31705;0;0.304309;0.110293;0.109591;0.304332;0.000000;5;/public/script5.js
 200;3;36211;0;0.266446;0.109844;0.108691;0.266462;0.000000;5;/public/script6.js
 200;3;7411;0;0.361580;0.133581;0.132817;0.361597;0.000000;5;/public/script7.js
 200;3;18681;0;0.258198;0.108154;0.107415;0.258220;0.000000;5;/public/script8.js
 200;3;25704;0;0.373534;0.108720;0.108031;0.375342;0.000000;5;/public/script9.js
 200;3;12262;0;0.196922;0.109060;0.108320;0.196947;0.000000;5;/public/script10.js
 200;3;5724;0;0.374508;0.107895;0.107207;0.374523;0.000000;5;/public/script11.js
 200;3;17694;0;0.363492;0.131919;0.131241;0.363507;0.000000;5;/public/script12.js
 200;3;6855;0;0.350492;0.129952;0.129174;0.352253;0.000000;5;/public/script13.js
 200;3;9155;0;0.447054;0.239156;0.238343;0.447075;0.000000;5;/public/script14.js
 200;3;9306;0;0.403122;0.130082;0.129394;0.403145;0.000000;5;/public/script15.js
 200;3;10499;0;0.405013;0.124134;0.123464;0.406778;0.000000;5;/public/style1.css
 200;3;1061;0;0.405142;0.141830;0.141132;0.405158;0.000000;5;/public/style2.css
 200;3;4788;0;0.446692;0.123366;0.122622;0.446707;0.000000;5;/public/style3.css
 200;3;6086;0;0.396790;0.122255;0.121543;0.396807;0.000000;5;/public/style4.css
 200;3;6016;0;0.400587;0.137325;0.136617;0.401420;0.000000;5;/public/style5.css
 200;3;2629;0;0.408080;0.141136;0.140392;0.408099;0.000000;5;/public/style6.css
 200;3;76238;0;0.147065;0.108365;0.107582;0.148809;0.000000;6;/public/
 200;3;1847;0;0.253235;0.113759;0.112962;0.253261;0.000000;6;/public/script1.js
 200;3;9532;0;0.253115;0.113616;0.112827;0.253136;0.000000;6;/public/script2.js
 200;3;8082;0;0.298537;0.120604;0.119922;0.298553;0.000000;6;/public/script3.js
 200;3;25444;0;0.255876;0.119513;0.118833;0.255889;0.000000;6;/public/script4.js
 200;3;4726;0;0.255135;0.117775;0.117007;0.255150;0.000000;6;/public/script5.js
 200;3;4738;0;0.253781;0.118502;0.117765;0.254534;0.000000;6;/public/script6.js
 200;3;10566;0;0.253628;0.118337;0.116868;0.253642;0.000000;6;/public/script7.js
 200;3;4743;0;0.254210;0.117517;0.116796;0.254227;0.000000;6;/public/script8.js
 200;3;31623;0;0.305071;0.117100;0.116412;0.305086;0.000000;6;/public/script9.js
 200;3;8013;0;0.301337;0.116384;0.115434;0.301350;0.000000;6;/public/script10.js
 200;3;8640;0;0.248123;0.111009;0.110319;0.248136;0.000000;6;/public/script11.js
 200;3;4383;0;0.275114;0.112129;0.111194;0.275129;0.000000;6;/public/script12.js
 200;3;13281;0;0.156824;0.114899;0.114239;0.242137;0.000000;6;/public/script13.js
 200;3;4667;0;0.254206;0.109147;0.108451;0.258366;0.000000;6;/public/script14.js
 200;3;12500;0;0.300142;0.107772;0.107086;0.300157;0.000000;6;/public/script15.js
 200;3;18330;0;0.232973;0.107914;0.107235;0.233000;0.000000;6;/public/style1.css
 200;3;1430;0;0.300536;0.105117;0.103977;0.300551;0.000000;6;/public/style2.css
 200;3;6882;0;0.310776;0.104575;0.103916;0.310791;0.000000;6;/public/style3.css
 200;3;10409;0;0.231986;0.110519;0.109828;0.232007;0.000000;6;/public/style4.css
 200;3;14887;0;0.251065;0.101866;0.101161;0.251085;0.000000;6;/public/style5.css
 200;3;4106;0;0.261229;0.102874;0.102217;0.261268;0.000000;6;/public/style6.css
 200;3;73521;0;0.154281;0.110742;0.109946;0.154308;0.000000;7;/public/
 200;3;2631;0;0.177846;0.105321;0.104607;0.177862;0.000000;7;/public/script1.js
 200;3;15766;0;0.153026;0.098386;0.097645;0.153047;0.000000;7;/public/script2.js
 200;3;30978;0;0.171065;0.103320;0.102607;0.171088;0.000000;7;/public/script3.js
 200;3;7365;0;0.162497;0.104660;0.103953;0.163741;0.000000;7;/public/script4.js
 200;3;35395;0;0.178654;0.104839;0.104160;0.183951;0.000000;7;/public/script5.js
 200;3;4973;0;0.241874;0.105324;0.104493;0.242464;0.000000;7;/public/script6.js
 200;3;11760;0;0.225693;0.103917;0.103115;0.227885;0.000000;7;/public/script7.js
 200;3;20485;0;0.176893;0.103326;0.102194;0.176907;0.000000;7;/public/script8.js
 200;3;38685;0;0.244170;0.102188;0.101531;0.249398;0.000000;7;/public/script9.js
 200;3;29325;0;0.274147;0.102328;0.101429;0.274161;0.000000;7;/public/script10.js
 200;3;8344;0;0.256910;0.127884;0.127142;0.256930;0.000000;7;/public/script11.js
 200;3;15288;0;0.420689;0.121233;0.120542;0.420708;0.000000;7;/public/script12.js
