response_code;http_version;speed_download;speed_upload;time_starttransfer;time_pretransfer;time_appconnect;time_total;time_connect;size_download;iteration;fileName
200;3;28189;0;0.149769;0.102001;0.099231;0.151509;0.004962;4271;11;/public/style1.css
200;3;2844;0;0.151115;0.103876;0.101081;0.151170;0.004116;430;11;/public/style2.css
200;3;9300;0;0.229911;0.098256;0.095486;0.229985;0.005509;2139;11;/public/style3.css
200;3;17496;0;0.149206;0.098825;0.096090;0.152716;0.005937;2672;11;/public/style4.css
200;3;23841;0;0.152715;0.103841;0.101414;0.156783;0.003748;3738;11;/public/style5.css
200;3;6526;0;0.164377;0.110668;0.108204;0.164414;0.004448;1073;11;/public/style6.css
200;3;109403;0;0.174691;0.104237;0.095859;0.179820;0.008168;19673;12;/public/
200;3;2960;0;0.158063;0.113611;0.111299;0.158103;0.016630;468;12;/public/script1.js
200;3;375753;0;0.149450;0.110773;0.108164;0.205411;0.013514;77184;12;/public/script2.js
200;3;146814;0;0.164924;0.111763;0.109476;0.175242;0.014083;25728;12;/public/script3.js
200;3;49061;0;0.174351;0.110879;0.108573;0.174802;0.013393;8576;12;/public/script4.js
200;3;53869;0;0.174469;0.106742;0.104278;0.179118;0.013150;9649;12;/public/script5.js
200;3;57573;0;0.160154;0.106444;0.104150;0.167595;0.009782;9649;12;/public/script6.js
200;3;13852;0;0.193421;0.098551;0.096237;0.193472;0.006628;2680;12;/public/script7.js
200;3;24453;0;0.193084;0.097280;0.094843;0.197275;0.006503;4824;12;/public/script8.js
200;3;51169;0;0.166055;0.096237;0.093685;0.188548;0.006181;9648;12;/public/script9.js
200;3;39971;0;0.197215;0.096354;0.094065;0.201143;0.006311;8040;12;/public/script10.js
200;3;11330;0;0.189200;0.090040;0.087690;0.189225;0.005672;2144;12;/public/script11.js
200;3;30274;0;0.209989;0.111119;0.108583;0.212458;0.008157;6432;12;/public/script12.js
200;3;15944;0;0.200328;0.101643;0.099280;0.201704;0.004468;3216;12;/public/script13.js
200;3;27216;0;0.195567;0.104702;0.102443;0.196936;0.004448;5360;12;/public/script14.js
