response_code;http_version;speed_download;speed_upload;time_starttransfer;time_pretransfer;time_appconnect;time_total;time_connect;size_download
200;3;2;0;1.793425;0.970095;0.965384;1.793471;0.005236;4
200;3;2;0;1.779902;0.958101;0.953621;1.779973;0.003348;4
200;3;2;0;1.799119;0.971748;0.967820;1.799188;0.005616;4
200;3;2;0;1.799852;0.969461;0.965749;1.799913;0.003740;4
200;3;1;0;2.241091;0.970798;0.965728;2.241199;0.005722;4
200;3;2;0;1.348028;1.311669;1.307792;1.348079;0.010870;4
200;3;1;0;2.252878;0.975683;0.972152;2.252978;0.010412;4
200;3;1;0;2.252271;0.969242;0.964464;2.252336;0.006902;4
200;3;2;0;1.345458;1.309087;1.303607;1.345510;0.004043;4
200;3;2;0;1.818935;0.976651;0.973278;1.818982;0.006022;4
200;3;2;0;1.818350;0.976117;0.972745;1.818434;0.010022;4
200;3;2;0;1.825549;0.978996;0.975713;1.825664;0.008958;4
200;3;2;0;1.871416;0.975470;0.972685;1.871478;0.004739;4
200;3;1;0;2.169548;0.980490;0.977507;2.169652;0.009880;4
200;3;1;0;2.248026;0.963704;0.960248;2.248096;0.002830;4
200;3;1;0;2.256092;1.011042;1.008242;2.256234;0.014094;4
200;3;2;0;1.873367;0.977436;0.974619;1.873429;0.006988;4
200;3;3;0;1.323478;1.285297;1.279815;1.323532;0.003573;4
200;3;1;0;2.255621;1.007151;1.003783;2.255710;0.006498;4
200;3;8;0;0.445392;0.408030;0.403995;0.445468;0.006541;4
200;3;2;0;1.824225;0.978128;0.975100;1.824282;0.003294;4
200;3;2;0;1.826021;0.986900;0.984096;1.826099;0.003298;4
200;3;2;0;1.851846;0.999364;0.996479;1.851942;0.005571;4
200;3;2;0;1.826895;0.988809;0.985892;1.826946;0.005133;4
200;3;2;0;1.990506;1.005448;1.002624;1.990630;0.004205;4
