response_code;http_version;speed_download;speed_upload;time_starttransfer;time_pretransfer;time_appconnect;time_total;time_connect;size_download
200;2;6;0;0.580416;0.462317;0.462263;0.580457;0.074827;4
200;2;2;0;1.434832;1.399494;1.399354;1.434953;0.339325;4
200;2;3;0;1.234655;1.197627;1.197218;1.234725;0.306836;4
200;2;3;0;1.323810;1.285610;1.285344;1.323926;0.298714;4
200;2;3;0;1.222675;1.183284;1.183087;1.222757;0.293957;4
200;2;3;0;1.305026;1.267489;1.267358;1.305107;0.287295;4
200;2;3;0;1.303811;1.267592;1.267475;1.303875;0.274562;4
200;2;3;0;1.237927;1.197224;1.197027;1.238014;0.299121;4
200;2;3;0;1.237658;1.198826;1.198249;1.237735;0.294691;4
200;2;3;0;1.261949;1.222773;1.222087;1.262039;0.315847;4
200;2;3;0;1.124028;1.088924;1.088684;1.124195;0.284048;4
200;2;3;0;1.266462;1.228025;1.227848;1.266558;0.312668;4
200;2;3;0;1.213684;1.177148;1.176911;1.213761;0.304134;4
200;2;3;0;1.202191;1.164387;1.164180;1.202385;0.295286;4
200;2;3;0;1.198224;1.145244;1.144998;1.198276;0.294919;4
200;2;3;0;1.161595;1.120609;1.120342;1.161705;0.289979;4
200;2;3;0;1.242963;1.202871;1.202660;1.243020;0.294140;4
200;2;3;0;1.239674;1.194662;1.194525;1.239726;0.294117;4
200;2;5;0;0.692276;0.622532;0.622441;0.692369;0.278696;4
200;2;3;0;1.191661;1.151678;1.151439;1.191736;0.259712;4
200;2;3;0;1.163436;1.122828;1.122673;1.163556;0.266278;4
200;2;3;0;1.161309;1.118521;1.118316;1.161386;0.258182;4
