response_code;http_version;speed_download;speed_upload;time_starttransfer;time_pretransfer;time_appconnect;time_total;time_connect
 200;3;0;1297377;8.082247;0.185605;0.182844;8.082273;0.135320
 200;3;0;1348063;7.778363;0.083112;0.081373;7.778390;0.002614
 200;3;0;1279075;8.197899;0.081517;0.079808;8.197923;0.002428
 200;3;0;1357065;7.726762;0.076762;0.075194;7.726791;0.002450
 200;3;0;1327811;7.896997;0.076624;0.074886;7.897025;0.002570
 200;3;0;1335738;7.850142;0.077596;0.075985;7.850159;0.002585
 200;3;0;1356885;7.727940;0.077873;0.076264;7.727967;0.002626
 200;3;0;1354465;7.741752;0.075403;0.073739;7.741775;0.002457
 200;3;0;1364053;7.687182;0.081695;0.080550;7.687206;0.003029
 200;3;0;1362934;7.693652;0.085863;0.084013;7.693667;0.002540
